ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_20_KS_2020_StateHouse_contested_only_DRA_D,X_20_KS_2020_StateHouse_contested_only_DRA_R,X_20_KS_2020_StateHouse_contested_only_DRA_Tot,X_20_KS_2020_StateSenate_contested_only_DRA_D,X_20_KS_2020_StateSenate_contested_only_DRA_R,X_20_KS_2020_StateSenate_contested_only_DRA_Tot,X_22_2022_Age_by_Sex_Male_U5,X_22_2022_Age_by_Sex_Male_5_9,X_22_2022_Age_by_Sex_Male_10_14,X_22_2022_Age_by_Sex_Male_15_17,X_22_2022_Age_by_Sex_Male_18_19,X_22_2022_Age_by_Sex_Male_20,X_22_2022_Age_by_Sex_Male_21,X_22_2022_Age_by_Sex_Male_22_24,X_22_2022_Age_by_Sex_Male_25_29,X_22_2022_Age_by_Sex_Male_30_34,X_22_2022_Age_by_Sex_Male_35_39,X_22_2022_Age_by_Sex_Male_40_44,X_22_2022_Age_by_Sex_Male_45_49,X_22_2022_Age_by_Sex_Male_50_54,X_22_2022_Age_by_Sex_Male_55_59,X_22_2022_Age_by_Sex_Male_60_61,X_22_2022_Age_by_Sex_Male_62_64,X_22_2022_Age_by_Sex_Male_65_66,X_22_2022_Age_by_Sex_Male_67_69,X_22_2022_Age_by_Sex_Male_70_74,X_22_2022_Age_by_Sex_Male_75_79,X_22_2022_Age_by_Sex_Male_80_84,X_22_2022_Age_by_Sex_Male_O84,X_22_2022_Age_by_Sex_Female_U5,X_22_2022_Age_by_Sex_Female_5_9,X_22_2022_Age_by_Sex_Female_10_14,X_22_2022_Age_by_Sex_Female_15_17,X_22_2022_Age_by_Sex_Female_18_19,X_22_2022_Age_by_Sex_Female_20,X_22_2022_Age_by_Sex_Female_21,X_22_2022_Age_by_Sex_Female_22_24,X_22_2022_Age_by_Sex_Female_25_29,X_22_2022_Age_by_Sex_Female_30_34,X_22_2022_Age_by_Sex_Female_35_39,X_22_2022_Age_by_Sex_Female_40_44,X_22_2022_Age_by_Sex_Female_45_49,X_22_2022_Age_by_Sex_Female_50_54,X_22_2022_Age_by_Sex_Female_55_59,X_22_2022_Age_by_Sex_Female_60_61,X_22_2022_Age_by_Sex_Female_62_64,X_22_2022_Age_by_Sex_Female_65_66,X_22_2022_Age_by_Sex_Female_67_69,X_22_2022_Age_by_Sex_Female_70_74,X_22_2022_Age_by_Sex_Female_75_79,X_22_2022_Age_by_Sex_Female_80_84,X_22_2022_Age_by_Sex_Female_O84,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc,X_22_2022_Income_Expanded_U10K,X_22_2022_Income_Expanded_U15K,X_22_2022_Income_Expanded_U20K,X_22_2022_Income_Expanded_U25K,X_22_2022_Income_Expanded_U30K,X_22_2022_Income_Expanded_U35K,X_22_2022_Income_Expanded_U40K,X_22_2022_Income_Expanded_U45K,X_22_2022_Income_Expanded_U50K,X_22_2022_Income_Expanded_U60K,X_22_2022_Income_Expanded_U75K,X_22_2022_Income_Expanded_U100K,X_22_2022_Income_Expanded_U125K,X_22_2022_Income_Expanded_U150K,X_22_2022_Income_Expanded_U200K,X_22_2022_Income_Expanded_O200K,X_22_Commissioner_of_Insurance_2022_D,X_22_Commissioner_of_Insurance_2022_R,X_22_Commissioner_of_Insurance_2022_Tot,X_22_KS_2022_Amendment_DRA_D,X_22_KS_2022_Amendment_DRA_R,X_22_KS_2022_Amendment_DRA_Tot,X_22_KS_2022_Q1_RulesRegs_DRA_D,X_22_KS_2022_Q1_RulesRegs_DRA_R,X_22_KS_2022_Q1_RulesRegs_DRA_Tot,X_22_KS_2022_Q2_Sheriff_DRA_D,X_22_KS_2022_Q2_Sheriff_DRA_R,X_22_KS_2022_Q2_Sheriff_DRA_Tot,X_22_KS_2022_StateHouse_contested_only_DRA_D,X_22_KS_2022_StateHouse_contested_only_DRA_R,X_22_KS_2022_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateHouse_contested_only_DRA_D,X_24_KS_2024_StateHouse_contested_only_DRA_R,X_24_KS_2024_StateHouse_contested_only_DRA_Tot,X_24_KS_2024_StateSenate_contested_only_DRA_D,X_24_KS_2024_StateSenate_contested_only_DRA_R,X_24_KS_2024_StateSenate_contested_only_DRA_Tot,Persons Living Alone,Family Households with Persons Under 18,Owner Occupied Housing,Renter Occupied Housing,Total Persons in Group Quarters,Persons in nursing homes
33,33,24314,15923,4312,2699,565,914,56,23636,14372,4730,2930,1075,501,83,18369,12876,2689,1747,373,674,30,16495,11950,2212,1779,359,199,0,1518,301,61,0,8472,3549,4250,8196,3533,4063,7122,3775,2723,6981,3720,3261,7013,3507,3203,6925,3687,3238,8447,4030,3956,10040,4864,4944,9953,4771,4438,6538,3000,3301,6595,3579,2809,6520,3620,2900,6458,3042,3219,6443,3001,3016,9546,4480,4913,3572,3690,8120,4936,4890,9824,681,1005,871,460,180,128,152,502,672,803,729,627,692,833,704,447,337,174,428,482,303,124,53,726,563,886,602,451,156,60,385,744,955,779,587,959,889,836,237,412,302,210,544,273,299,228,1889,5364,3013,1648,2524,918,199,116,351,212,323,276,233,295,384,317,298,813,977,1706,1184,596,650,419,3030,3270,6300,4106,2025,6135,3084,2869,5954,2086,3869,5957,2953,3249,6367,3941,5060,8998,4173,4746,8916,2622,3639,5846,3664,228,215
34,34,24230,4050,9704,8874,1340,819,168,21469,3755,8200,8014,1677,752,141,16872,3469,5813,6433,894,593,103,12542,3326,2763,5520,890,175,0,5100,825,25,0,5603,4571,784,5354,4218,894,4621,3794,515,4554,3911,643,4531,3782,623,4537,3897,640,5354,4381,789,6089,4990,1018,6001,4752,881,3321,2605,627,3340,2728,514,3294,2728,566,3249,2565,610,3263,2544,547,4978,3805,1087,521,97,618,4948,978,5929,1376,933,1008,261,371,296,139,276,830,706,648,431,709,677,523,206,390,342,153,296,259,72,45,933,953,725,460,366,327,194,433,871,719,694,825,549,647,634,184,415,174,187,481,214,177,184,3574,3608,3219,973,1179,597,54,33,767,678,395,657,481,535,451,305,251,651,796,964,489,228,348,174,2556,695,3251,2406,517,2924,1693,1463,3150,1083,2088,3167,2693,714,3412,179,69,248,0,0,1,2530,3795,3930,4337,916,36
35,35,24209,4695,7443,10657,1226,786,79,24648,4178,10069,9201,1367,1415,35,17355,3976,4510,7904,748,532,50,14564,3585,3077,6790,752,297,151,6388,744,22,151,7073,5652,1100,6715,5204,1161,5737,4530,758,5648,4686,962,5612,4527,922,5592,4629,963,6632,5302,1074,7436,5968,1362,7330,5705,1176,4227,3272,813,4250,3481,634,4180,3491,689,4133,3226,788,4140,3237,689,6132,4653,1379,4962,1128,6105,5989,1317,7304,807,853,994,486,396,130,56,518,650,653,831,1097,869,586,633,299,284,246,431,399,280,145,109,1273,769,991,540,311,120,125,359,1016,712,762,700,623,665,606,339,391,296,301,711,328,235,364,3318,5159,3577,1397,1437,504,96,67,513,801,546,294,540,370,458,295,529,938,889,1192,677,305,361,189,3245,861,4106,2940,710,3649,2064,1857,3926,1241,2707,3950,3308,856,4176,119,97,217,21,16,37,2691,3937,5123,3642,441,132
36,36,23783,12739,2904,5833,1838,701,30,26903,13693,3895,6841,2372,1271,174,17750,10179,1771,4290,1066,508,23,18397,10267,2086,4662,984,312,0,4184,981,41,0,10016,5394,3951,9675,5148,4012,9004,5589,2789,8831,5437,3394,8834,5192,3338,8724,5447,3277,10194,5885,3863,11925,6954,4753,11828,6849,4319,8148,4467,3412,8191,5266,2728,8101,5283,2818,8027,4502,3302,7997,4679,2931,11299,6328,4828,7253,4349,11619,6950,4707,11658,945,806,1027,646,399,81,96,463,905,933,941,870,725,628,936,365,373,285,549,325,357,82,107,892,1079,1150,506,216,164,118,483,872,871,947,1010,647,587,979,424,551,427,309,594,454,328,209,1613,4706,4102,1948,3055,1724,240,212,220,167,247,129,287,271,455,400,254,685,1064,1032,1279,985,925,810,4465,3442,7907,5341,2144,7485,4188,3379,7568,2849,4772,7624,4845,2934,7789,6442,4257,10700,3989,3122,7109,1914,3362,6625,1944,247,205
37,37,23201,9891,7233,4653,906,887,81,22760,10055,7189,3662,1269,967,12,17035,8201,4553,3212,569,648,54,14631,8408,2485,2837,588,336,0,2519,561,87,0,7199,4081,2592,6912,3961,2475,5958,3748,1672,5847,3868,1979,5848,3638,1965,5790,3816,1974,6968,4204,2395,8041,4884,3002,7964,4733,2595,4974,2824,1978,4998,3205,1612,4945,3227,1718,4885,2818,1906,4877,2789,1733,7309,4200,2983,2729,1266,4192,4987,2829,7813,751,706,1101,556,143,75,201,380,963,832,577,628,574,623,850,352,357,192,342,296,365,174,55,771,944,1125,406,295,138,95,455,557,991,736,637,564,687,616,223,454,204,287,571,408,325,181,2734,5357,3070,1040,1655,620,84,50,356,271,487,461,408,602,261,342,335,724,898,1092,631,424,286,253,2813,2014,4827,3046,1146,4187,2142,1981,4120,1391,2769,4161,2700,1687,4406,3985,2377,6364,3148,2202,5357,2209,3569,5420,3054,206,33
38,38,23097,19293,1409,1133,520,694,55,24459,20570,1900,1273,202,451,0,17364,14935,823,712,324,481,36,18227,16218,1070,580,133,199,0,477,101,39,0,11034,3536,6756,10966,3513,6903,9835,4230,4888,9730,3824,5906,9760,3642,5791,9679,3814,5865,11380,4133,6747,13405,4825,8288,13324,4874,7733,10181,3370,6520,10197,4556,5323,10139,4629,5510,10088,3496,6311,10075,3602,5894,13821,5050,8515,4932,7392,12327,5205,8022,13226,687,671,882,524,268,171,187,444,547,550,861,834,662,871,795,260,571,472,308,433,201,173,337,530,773,1096,530,296,59,69,344,580,482,962,835,707,744,793,265,534,219,426,579,336,300,286,835,3899,3596,1522,3562,1901,392,183,445,33,183,191,138,229,162,151,306,412,465,1166,1214,1064,1413,1095,3356,6607,9963,5070,3759,8833,4425,4768,9184,3379,5876,9259,375,526,889,4055,8339,12395,4749,7729,12482,1529,3144,7218,1228,61,61
39,39,22663,17945,1326,1671,1128,517,42,23555,19344,1622,1555,614,368,0,16239,13143,855,1040,795,322,30,16526,14088,1047,823,385,82,0,811,320,6,0,11070,4398,5650,10902,3869,6434,10115,5123,4251,9993,4575,5418,10031,4369,5337,9945,4578,5367,11489,5090,5860,13428,6391,6745,13395,6182,6643,10007,4483,5276,10026,5465,4351,9929,5608,4321,9921,4487,5219,9862,4498,4785,13568,6656,6682,5976,7150,13245,5804,7539,13357,719,1167,970,646,156,331,63,606,613,763,623,743,952,1028,702,103,366,238,187,299,141,108,117,613,864,909,752,356,58,85,393,440,654,898,1021,858,932,479,242,382,189,137,249,355,109,383,380,1490,2537,1242,5377,2683,447,153,149,214,50,5,195,111,113,108,149,313,289,1154,1137,379,1540,1960,4250,5458,9708,6916,3760,10682,5532,4887,10420,4461,5901,10365,5134,5568,10712,6729,7596,14340,6575,7924,14499,1266,3649,6215,1625,0,0
40,40,23973,16872,1812,3826,749,901,122,23020,16251,1919,3470,905,715,269,18632,13530,1180,2839,503,619,84,16925,12543,1238,2330,308,336,119,2021,229,36,119,8523,3229,4542,8548,3098,4936,7331,3461,3262,7308,3242,4066,7318,3105,3917,7279,3285,3994,8629,3600,4545,10078,4346,5412,10081,4294,5072,7257,2828,4208,7276,3638,3369,7226,3667,3559,7226,2905,4078,7199,2992,3760,9896,4260,5413,4452,5274,9726,5242,4804,10050,650,775,908,484,367,168,209,360,983,1037,1096,864,825,948,783,223,472,333,432,534,177,202,120,691,759,601,463,192,128,97,257,499,619,830,368,613,641,775,354,379,172,593,348,316,276,270,1118,4473,3316,1125,3483,2255,205,121,515,140,196,348,198,165,276,334,338,382,693,1043,901,647,1020,876,2838,4316,7154,4399,2734,7135,3610,3697,7311,2716,4608,7323,2967,3603,6575,427,570,998,4752,4857,9609,2065,2996,5235,2786,3107,134
41,41,23430,16108,2037,3649,702,968,138,23463,16489,1986,3802,931,716,43,17523,12337,1381,2610,405,713,87,17665,12693,1289,2871,398,422,21,2432,286,123,21,5759,2076,3128,5754,2065,3269,4767,2263,2047,4761,2171,2590,4754,2036,2453,4743,2176,2567,5716,2347,3049,6828,2840,3762,6774,2819,3423,4569,1807,2587,4578,2295,2066,4557,2315,2242,4529,1843,2480,4527,1913,2284,6501,2624,3718,2487,2830,5315,3590,3171,6760,1066,1098,611,273,273,193,96,777,1009,1237,1514,779,975,845,888,201,313,164,295,212,326,102,36,875,697,657,378,196,149,184,694,475,876,1117,452,489,480,762,251,215,160,175,301,305,279,117,1215,4462,3369,1468,2692,1800,143,201,318,392,301,252,610,452,269,263,322,676,904,1016,673,619,590,369,1827,2675,4502,2568,1538,4103,2157,2172,4332,1515,2853,4364,2066,2171,4239,2941,3277,6220,2754,2378,5131,2517,3213,3452,4692,2826,0
42,42,23075,19795,1183,682,320,1036,46,23492,20443,1222,715,236,959,19,17279,15181,671,384,196,719,34,17886,16246,918,238,109,289,4,136,52,69,4,9972,3367,5739,9939,3539,5781,8823,4221,3847,8744,3800,4944,8779,3774,4664,8728,4002,4726,10234,3989,5693,11999,4467,7191,11974,4510,6626,9099,3272,5515,9114,4331,4428,9060,4389,4671,9031,3364,5321,9017,3465,5001,12188,4400,7548,770,1455,2229,4417,5839,10258,648,1056,857,562,239,129,144,472,491,632,721,953,720,779,1179,209,387,241,301,395,297,168,71,620,678,658,523,239,45,208,233,640,787,898,697,629,677,877,313,370,208,796,341,337,129,235,902,5160,3213,1029,3251,1656,208,97,314,111,206,224,265,236,155,309,195,747,611,1192,1262,1094,686,824,3208,5706,8914,4945,3230,8173,4177,4059,8236,3112,5196,8308,18,41,62,3704,7698,11396,3732,6797,10529,1823,3218,6539,1960,367,167
43,43,23744,18506,2119,1554,602,865,76,25263,18817,3013,2496,397,561,24,16540,13336,1261,906,352,550,46,17181,14320,1495,968,144,243,15,879,68,32,15,8634,2706,5014,8459,2283,4856,7286,3219,3410,7207,2994,4213,7231,2756,4150,7172,2989,4183,8869,3239,4947,10875,4193,6333,10808,4061,5853,7280,2646,4361,7313,3358,3735,7238,3382,3856,7251,2660,4337,7219,2672,4025,11162,4169,6763,3678,6798,10497,4165,6522,10701,1183,930,974,550,419,72,53,474,1021,1088,1157,866,752,580,772,296,342,97,121,326,175,54,69,963,1174,907,523,217,131,178,403,945,860,970,878,677,536,609,197,442,346,138,487,238,120,128,696,4079,3855,1686,3434,1382,118,49,142,132,83,302,159,236,185,252,283,536,756,1350,1142,979,998,523,2633,4499,7132,4167,2793,6956,3461,3735,7196,2568,4639,7203,2959,4038,7000,386,796,1185,4262,6999,11266,1580,3874,5512,2490,884,110
44,44,24346,18079,1694,1830,1747,1227,49,24943,18292,2142,1768,1718,1044,0,19733,15006,1252,1256,1446,902,39,18962,15178,1104,1080,870,664,4,790,533,252,4,11712,7869,2953,11783,7418,3927,11656,9092,2001,11425,7852,3573,11564,8697,2605,11525,8810,2715,12283,8689,3141,13566,10021,3232,13582,9881,3181,10642,7581,2805,10688,8586,1954,10565,8702,1863,10533,7511,2774,10508,7717,2387,12742,9582,2984,0,0,0,2596,910,3505,1018,567,584,343,222,438,665,1099,1266,949,890,582,475,625,587,104,265,239,193,519,239,347,144,753,915,506,267,436,456,715,1287,949,985,996,424,637,867,492,118,364,307,364,551,262,486,417,682,2896,2309,729,4777,2576,583,1103,919,259,713,496,868,517,322,681,362,976,894,1077,1050,653,1023,1035,7044,3328,10372,9074,1672,10747,7596,2677,10270,6066,4042,10105,0,0,0,0,0,0,9201,3121,12323,3822,2967,5130,5861,141,118
45,45,23558,18322,1423,1512,1470,949,34,23791,17914,1458,1728,1861,759,0,18484,14795,974,1024,1059,673,21,17781,14383,742,1137,1019,470,5,778,504,35,5,10618,6513,3258,10689,6094,4207,11023,8096,2374,10819,6751,4068,10918,7583,3080,10881,7705,3176,11766,7712,3641,13707,9470,3942,13706,9343,3923,11466,7641,3565,11539,8840,2512,11437,8961,2476,11346,7593,3486,11341,7841,3117,13891,9607,4066,0,0,0,629,242,872,341,803,699,527,183,82,80,755,817,474,871,887,586,723,513,274,253,262,377,353,468,179,92,500,986,808,355,163,66,161,850,731,659,970,828,716,521,551,140,518,400,334,523,570,252,174,346,2271,2268,761,4453,3195,785,937,769,205,124,349,252,202,341,371,410,871,602,1092,1054,616,1328,1469,7038,4144,11182,9316,1949,11265,7929,2932,10864,6254,4456,10713,0,0,0,226,180,406,9524,4248,13772,3420,3182,5556,4843,115,104
46,46,23753,17736,1838,1877,1305,1108,57,24254,18552,1760,1827,1283,1184,41,20942,16029,1431,1442,1170,840,42,21241,17116,1317,1213,743,718,15,969,516,306,15,7569,5919,972,7611,6034,1220,7646,6715,605,7505,6389,1116,7608,6633,777,7574,6703,871,7881,6538,1041,8465,7120,1165,8480,7042,1089,6282,5334,820,6325,5679,554,6274,5715,559,6234,5296,779,6232,5352,698,7752,6554,1082,0,0,0,1013,265,1278,219,281,345,186,2215,1120,1087,1350,673,1017,590,503,485,359,303,165,85,184,219,191,59,64,43,448,326,308,240,2359,1276,1078,1020,1158,753,353,351,411,408,312,125,95,459,132,183,87,53,139,406,1592,1791,397,3529,1601,222,410,1107,554,327,399,422,342,364,449,264,594,891,858,757,318,318,523,5078,1062,6140,7109,659,7775,5784,1436,7223,4812,2335,7147,0,0,0,1,1,2,6295,1073,7367,3562,1899,2687,5733,6410,13
47,47,22746,20236,745,330,175,1105,54,22053,19740,747,559,239,652,27,17473,15819,432,189,117,771,32,17402,16206,373,195,199,440,4,123,48,162,4,10783,3474,6546,10854,3375,6957,9984,4538,4460,9852,3488,6364,9867,4311,5210,9843,3925,5918,11089,3993,6595,12548,4420,7826,12546,4576,7302,9953,3017,6644,9987,4592,4982,9886,4419,5467,9844,3233,6253,9843,3602,5735,12788,4214,8329,2186,6109,8293,1843,2693,4536,524,675,701,551,260,74,46,375,610,695,716,682,710,839,910,304,548,261,625,654,444,297,127,545,639,692,485,200,32,35,491,462,633,612,597,684,694,1008,329,769,312,442,565,425,265,259,682,5804,4014,1378,2753,1433,216,140,293,159,151,319,382,386,302,223,360,712,1254,1204,1249,848,873,607,2779,6980,9759,5068,3813,8878,4783,4626,9407,3489,5944,9432,0,0,0,4092,8170,12264,3270,5477,8748,2056,2859,7510,1405,191,148
48,48,23506,16626,1308,1152,3877,416,50,24106,17409,1204,838,4434,179,69,17567,12966,828,752,2638,289,31,16541,13374,874,408,1723,123,0,388,1695,57,0,11464,4875,5625,11268,4099,6684,10657,5635,4319,10554,4984,5570,10604,4933,5326,10534,5013,5521,11860,5606,5780,13610,7157,6249,13629,6889,6236,10150,4811,5108,10191,5953,4107,10104,6036,4068,10100,4999,4977,10058,4936,4501,12839,6905,5735,5965,6396,12367,6119,6316,12445,780,831,866,892,309,120,135,288,602,658,859,676,1062,835,787,222,344,343,282,317,307,308,202,700,725,988,640,253,49,79,461,624,734,833,669,799,1046,742,348,424,243,303,657,399,461,391,317,1699,2128,957,6617,3518,793,441,164,94,79,102,118,136,124,159,119,557,618,1012,1117,786,1337,2416,4674,5239,9913,6560,3173,9733,5209,4350,9560,4404,5087,9491,4971,4712,9684,6098,5639,11740,6335,5754,12087,2016,3482,6173,2658,93,93
49,49,23860,17484,1715,1599,2416,547,49,23881,17495,1741,2115,1828,625,36,17638,13370,1117,1026,1658,368,35,17168,13657,955,1154,1150,231,5,948,1140,36,5,11224,4531,5682,10967,3919,6463,9986,5134,4144,9874,4734,5140,9940,4344,5342,9849,4639,5210,11362,5225,5607,13061,6617,6173,13075,6451,6044,9555,4444,4867,9595,5377,4034,9485,5446,4039,9500,4454,4885,9449,4500,4375,12854,6566,6029,5117,5507,10629,6205,6764,12985,718,761,753,511,311,81,99,292,717,1002,925,886,493,1006,783,186,436,177,269,261,233,104,53,738,874,842,464,182,140,129,489,791,810,903,694,640,1065,651,237,317,218,114,311,345,149,120,218,1705,2831,814,6354,2176,433,352,220,93,43,264,89,208,104,140,175,316,479,969,1204,1044,1453,1776,4331,4999,9330,5907,3055,8963,4641,4107,8747,3871,4833,8702,4472,4360,8834,5069,4881,9945,5582,5663,11245,1885,3718,5950,2891,38,38
50,50,23076,20092,1108,541,282,1028,39,23232,19966,1097,1075,697,1035,353,17361,15478,676,283,178,692,22,17474,15574,727,447,199,492,0,259,127,140,0,11865,3732,7084,11724,3364,7870,10982,5397,4671,10849,3319,7530,10831,4731,5781,10748,3566,7182,12070,4275,7223,13448,4798,8291,13421,5034,7741,10762,3199,7252,10824,5341,5166,10705,5107,5598,10627,3559,6733,10641,4140,6074,13342,4641,8425,3039,9265,12313,4332,8953,13294,662,716,898,616,314,85,112,223,371,749,747,802,651,798,884,274,414,316,339,712,327,131,256,544,724,1011,467,254,51,102,215,684,654,762,691,654,953,684,227,520,414,358,497,221,204,177,577,4736,3438,1607,3329,1472,205,112,257,91,85,350,335,119,166,306,264,692,886,1362,1538,808,766,588,2634,7958,10593,5906,4432,10339,5227,5019,10242,3652,6657,10308,0,0,0,4395,8658,13067,4353,8476,12841,1733,3038,7402,1293,242,88
51,51,22839,19533,1388,697,450,778,51,22807,19043,2006,721,461,1009,64,16750,14753,791,365,269,493,34,16255,14488,892,344,189,310,30,301,55,36,30,9791,2594,6338,9878,2087,7256,9026,3773,4230,8900,2631,6269,8900,3218,5281,8838,2575,6263,10203,3100,6565,11861,3704,7825,11847,3831,7410,9501,2409,6817,9537,4172,5033,9417,4050,5367,9379,2719,6301,9384,3224,5746,11933,3759,7914,124,197,321,3389,8147,11539,858,797,947,630,260,68,219,327,682,703,898,831,695,583,526,423,471,269,308,436,249,190,195,831,854,759,422,125,113,64,310,676,883,723,553,607,609,659,297,448,252,347,501,269,171,337,677,3747,3186,1822,3565,1334,195,258,221,228,245,448,213,262,203,231,273,626,798,1260,1223,751,746,517,2218,6311,8529,4461,3971,8432,4375,4489,8863,3244,5648,8894,2,2,4,3006,7075,10078,3367,7983,11343,2105,3186,6858,1882,312,178
52,52,23602,19008,1577,1373,1055,644,44,23054,18940,1432,1214,949,581,33,18247,15214,987,843,721,463,27,17547,15130,830,756,544,221,2,657,480,7,2,12886,5177,6568,12772,4328,7982,12142,6645,4679,12030,4284,7746,12040,5865,5860,11948,4773,7175,13078,5630,6908,14312,6687,7323,14371,6730,7161,11552,4436,6829,11597,6536,4865,11472,6475,4997,11431,4673,6485,11453,5314,5743,13968,6695,7058,6182,7956,14147,5311,8914,14256,663,743,1046,444,134,68,100,230,391,472,528,871,693,675,662,334,567,385,516,597,492,205,218,565,876,726,504,175,150,260,201,459,496,937,621,694,576,708,258,731,547,743,649,532,364,329,212,2833,3534,1116,5237,2259,688,385,397,177,83,249,300,240,221,240,282,907,912,1421,1220,731,1226,1209,3297,8083,11380,7235,4103,11339,6169,4953,11122,4525,6517,11042,4986,6425,11424,6086,7639,13734,4955,8820,13803,2525,3062,7609,1992,293,227
53,53,23144,16949,2237,2651,768,903,48,21648,15538,2853,1755,878,798,98,18712,14533,1446,1656,566,634,31,16914,13569,1500,1074,321,458,23,863,296,77,23,10693,5031,4639,10565,4492,5587,9825,5926,3081,9712,4343,5369,9728,5526,3875,9672,4681,4991,10699,5428,4746,11748,6407,5049,11725,6386,4767,9058,4174,4591,9083,5761,3078,8997,5666,3331,8953,4427,4233,8975,4901,3671,11138,6048,4874,6326,5204,11548,5850,5715,11588,728,797,487,385,179,97,99,488,885,839,871,381,461,490,650,236,366,234,394,418,424,194,332,551,562,761,250,206,53,68,569,638,992,806,435,587,707,920,298,461,316,432,668,767,620,421,948,4603,3637,1422,3634,1436,346,210,727,401,451,342,476,318,530,396,659,870,1438,1324,992,431,634,494,3434,5508,8942,6136,2786,8921,5159,3545,8704,3664,5031,8695,4949,3989,8952,5555,4738,10880,5234,5629,10888,4694,2980,5647,5443,590,412
54,54,22912,19831,1221,779,248,842,28,22013,18994,1521,660,197,431,5,17299,15473,683,374,145,565,15,16515,14998,827,323,93,280,0,203,15,43,0,11021,3264,6834,10944,3058,7249,10001,4361,4572,9925,3079,6846,9897,4088,5424,9807,3232,6575,11054,3671,6815,12352,4056,7987,12305,4243,7343,9772,2682,6757,9799,4294,5197,9710,4119,5591,9665,2916,6378,9678,3339,5916,12087,3850,7983,3607,8313,11929,4217,7969,12194,640,695,854,528,222,96,163,395,615,597,457,579,673,733,712,384,745,475,458,604,336,116,158,689,683,826,502,132,13,115,244,649,582,754,505,646,704,685,274,739,268,528,441,440,214,194,676,5469,3401,1133,2972,1201,190,215,182,230,141,237,346,271,543,249,375,602,959,1455,1032,707,775,601,2368,7727,10095,5318,3864,9186,4667,4685,9352,3256,6185,9440,3224,6408,9643,3852,7994,11855,3828,8181,12027,1891,3041,6979,1765,99,77
55,55,23517,15963,3495,2943,348,1244,77,23628,17143,3355,2493,324,628,137,18308,13260,2186,1905,259,856,50,17681,14333,1877,1019,149,214,49,757,80,63,49,9176,4999,3132,9050,4704,3817,8394,5709,2074,8297,4571,3726,8326,5361,2613,8276,4861,3415,9128,5367,3260,9912,6135,3485,9938,6075,3275,7453,4221,2961,7483,5247,2020,7409,5198,2211,7397,4376,2753,7389,4729,2359,9166,5552,3404,6180,3591,9789,5876,3969,9855,768,401,681,446,479,273,377,633,822,559,959,818,828,907,724,142,566,218,293,338,226,163,113,735,588,664,590,418,199,195,779,873,810,940,585,592,691,701,306,447,443,466,292,228,199,299,1521,4474,3331,971,3424,1235,403,204,568,647,509,343,506,604,505,481,496,966,1210,1200,992,610,319,333,3426,3926,7352,5627,1928,7555,4596,2606,7202,3410,3749,7159,4853,2544,7403,5662,3292,8962,5455,3500,8977,3988,3162,5347,4768,1074,125
